elapsed_s,timestamp,bus_voltage_mV,cell_voltage_mV,current_mA,shunt_uV,power_mW,ah_discharged,soc_pct
2642.7,2026-04-01T18:39:21.305757,26243,3280.4,-1190.2,14287.5,31.2,0.8711,96.52
2652.7,2026-04-01T18:39:31.319090,26243,3280.4,-1193.2,14325.0,31.3,0.8744,96.50
2662.7,2026-04-01T18:39:41.329371,26240,3280.0,-1193.2,14325.0,31.3,0.8777,96.49
2672.7,2026-04-01T18:39:51.339184,26243,3280.4,-1182.2,14192.5,31.0,0.8810,96.48
2682.8,2026-04-01T18:40:01.349696,26242,3280.2,-1183.0,14202.5,31.0,0.8843,96.46
2692.8,2026-04-01T18:40:11.355860,26247,3280.9,-1182.2,14192.5,31.0,0.8876,96.45
2702.8,2026-04-01T18:40:21.363273,26240,3280.0,-1194.2,14337.5,31.3,0.8909,96.44
2712.8,2026-04-01T18:40:31.370646,26238,3279.8,-1190.2,14287.5,31.2,0.8942,96.42
2722.8,2026-04-01T18:40:41.380090,26245,3280.6,-1182.8,14197.5,31.0,0.8975,96.41
2732.8,2026-04-01T18:40:51.389524,26240,3280.0,-1182.8,14200.0,31.2,0.9008,96.40
2742.8,2026-04-01T18:41:01.397519,26250,3281.2,-1182.2,14192.5,31.2,0.9040,96.38
2752.8,2026-04-01T18:41:11.406021,26245,3280.6,-1185.2,14210.0,31.1,0.9073,96.37
2762.8,2026-04-01T18:41:21.417553,26240,3280.0,-1184.8,14222.5,31.1,0.9106,96.36
2772.8,2026-04-01T18:41:31.427268,26243,3280.4,-1186.2,14240.0,31.1,0.9139,96.34
2782.8,2026-04-01T18:41:41.435573,26251,3281.4,-1187.8,14257.5,31.2,0.9172,96.33
2792.8,2026-04-01T18:41:51.442426,26243,3280.4,-1202.2,14432.5,31.6,0.9206,96.32
2802.9,2026-04-01T18:42:01.456713,26246,3280.8,-1192.8,14320.0,31.3,0.9239,96.30
2812.9,2026-04-01T18:42:11.465103,26247,3280.9,-1185.5,14232.5,31.1,0.9272,96.29
2822.9,2026-04-01T18:42:21.474226,26245,3280.6,-1184.5,14220.0,31.1,0.9305,96.28
2832.9,2026-04-01T18:42:31.485478,26247,3280.9,-1184.5,14220.0,31.1,0.9338,96.26
2842.9,2026-04-01T18:42:41.493701,26246,3280.8,-1189.0,14275.0,31.2,0.9371,96.25
2852.9,2026-04-01T18:42:51.506726,26242,3280.2,-1189.0,14185.0,31.0,0.9404,96.24
2862.9,2026-04-01T18:43:01.514716,26245,3280.6,-1202.2,14432.5,31.6,0.9437,96.23
2872.9,2026-04-01T18:43:11.527833,26230,3278.8,-1207.8,14497.5,31.7,0.9471,96.21
2882.9,2026-04-01T18:43:21.541094,26243,3280.4,-1185.5,14232.5,31.1,0.9504,96.20
2893.0,2026-04-01T18:43:31.547972,26245,3280.6,-1183.3,14205.0,31.1,0.9537,96.19
2903.0,2026-04-01T18:43:41.558691,26246,3280.8,-1183.0,14202.5,31.1,0.9570,96.17
2913.0,2026-04-01T18:43:51.568565,26243,3280.4,-1184.0,14212.5,31.1,0.9603,96.16
2923.0,2026-04-01T18:44:01.575949,26242,3280.2,-1181.0,14177.5,31.0,0.9635,96.15
2933.0,2026-04-01T18:44:11.582731,26236,3279.5,-1186.5,14242.5,31.1,0.9668,96.13
2943.0,2026-04-01T18:44:21.593471,26245,3280.6,-1183.8,14210.0,31.1,0.9701,96.12
2953.0,2026-04-01T18:44:31.603737,26248,3281.0,-1185.8,14182.5,31.0,0.9734,96.11
2963.0,2026-04-01T18:44:41.613617,26245,3280.6,-1181.8,14275.0,31.2,0.9767,96.09
2973.0,2026-04-01T18:44:51.620517,26248,3281.0,-1192.2,14312.5,31.3,0.9800,96.08
2983.0,2026-04-01T18:45:01.632666,26246,3280.8,-1196.5,14362.5,31.4,0.9834,96.07
2993.0,2026-04-01T18:45:11.638369,26241,3280.1,-1185.2,14230.0,31.1,0.9867,96.05
3003.0,2026-04-01T18:45:21.645412,26245,3280.6,-1185.0,14172.5,31.0,0.9899,96.04
3013.1,2026-04-01T18:45:31.656200,26243,3280.4,-1186.5,14245.0,31.1,0.9932,96.03
3023.1,2026-04-01T18:45:41.669041,26246,3280.8,-1186.8,14247.5,31.2,0.9965,96.01
3033.1,2026-04-01T18:45:51.681333,26245,3280.6,-1183.0,14202.5,31.1,0.9998,96.00
3043.1,2026-04-01T18:46:01.691058,26235,3279.4,-1205.2,14470.0,31.6,1.0032,95.99
3053.1,2026-04-01T18:46:11.699920,26245,3280.6,-1183.3,14205.0,31.1,1.0065,95.97
3063.1,2026-04-01T18:46:21.705161,26251,3281.4,-1185.2,14230.0,31.1,1.0098,95.96
3073.1,2026-04-01T18:46:31.715785,26248,3281.0,-1186.5,14242.5,31.1,1.0131,95.95
3083.1,2026-04-01T18:46:41.727209,26242,3280.2,-1199.0,14395.0,31.4,1.0164,95.93
3093.1,2026-04-01T18:46:51.741402,26245,3280.6,-1184.2,14217.5,31.1,1.0197,95.92
3103.2,2026-04-01T18:47:01.750575,26238,3279.8,-1190.8,14295.0,31.2,1.0230,95.91
3113.2,2026-04-01T18:47:11.758787,26256,3282.0,-1187.8,14257.5,31.2,1.0263,95.89
3123.2,2026-04-01T18:47:21.766236,26243,3280.4,-1181.0,14177.5,31.0,1.0296,95.88
3133.2,2026-04-01T18:47:31.771611,26242,3280.2,-1182.8,14197.5,31.0,1.0329,95.87
3143.2,2026-04-01T18:47:41.780527,26246,3280.8,-1183.3,14205.0,31.1,1.0362,95.86
3153.2,2026-04-01T18:47:51.787229,26241,3280.1,-1197.8,14377.5,31.4,1.0395,95.84
3163.2,2026-04-01T18:48:01.798266,26243,3280.4,-1200.2,14407.5,31.5,1.0428,95.83
3173.2,2026-04-01T18:48:11.807931,26241,3280.1,-1197.5,14375.0,31.4,1.0462,95.82
3183.2,2026-04-01T18:48:21.820646,26245,3280.6,-1185.2,14230.0,31.1,1.0495,95.80
3193.2,2026-04-01T18:48:31.829440,26245,3280.6,-1181.3,14180.0,31.0,1.0527,95.79
3203.2,2026-04-01T18:48:41.836967,26241,3280.1,-1186.8,14247.5,31.1,1.0560,95.78
3213.2,2026-04-01T18:48:51.844133,26241,3280.1,-1204.5,14460.0,31.6,1.0594,95.76
3223.3,2026-04-01T18:49:01.853453,26247,3280.9,-1183.8,14210.0,31.1,1.0627,95.75
3233.3,2026-04-01T18:49:11.862970,26247,3280.9,-1184.8,14222.5,31.1,1.0660,95.74
3243.3,2026-04-01T18:49:21.868946,26242,3280.2,-1181.8,14187.5,31.0,1.0693,95.72
3253.3,2026-04-01T18:49:31.874631,26246,3280.8,-1185.0,14225.0,31.1,1.0726,95.71
3263.3,2026-04-01T18:49:41.884626,26243,3280.4,-1181.3,14180.0,31.0,1.0758,95.70
3273.3,2026-04-01T18:49:51.895542,26242,3280.2,-1185.2,14230.0,31.0,1.0791,95.68
3283.3,2026-04-01T18:50:01.905175,26242,3280.2,-1182.8,14200.0,31.0,1.0824,95.67
3293.3,2026-04-01T18:50:11.915468,26250,3281.2,-1184.5,14220.0,31.1,1.0857,95.66
3303.3,2026-04-01T18:50:21.927157,26243,3280.4,-1185.2,14230.0,31.1,1.0890,95.64
3313.3,2026-04-01T18:50:31.934426,26243,3280.4,-1184.0,14212.5,31.1,1.0923,95.63
3323.3,2026-04-01T18:50:41.943443,26245,3280.6,-1186.5,14242.5,31.1,1.0956,95.62
3333.4,2026-04-01T18:50:51.950695,26240,3280.0,-1182.8,14200.0,31.0,1.0989,95.60
3343.4,2026-04-01T18:51:01.959279,26242,3280.2,-1182.8,14200.0,31.0,1.1022,95.59
3353.4,2026-04-01T18:51:11.966996,26246,3280.8,-1185.5,14232.5,31.1,1.1055,95.58
3363.4,2026-04-01T18:51:21.974401,26241,3280.1,-1183.8,14210.0,31.1,1.1088,95.56
3373.4,2026-04-01T18:51:31.985107,26243,3280.4,-1194.0,14335.0,31.3,1.1121,95.55
3383.4,2026-04-01T18:51:41.993575,26242,3280.2,-1195.5,14352.5,31.4,1.1154,95.54
3393.4,2026-04-01T18:51:52.009576,26243,3280.4,-1194.0,14335.0,31.3,1.1187,95.53
3403.4,2026-04-01T18:52:02.018949,26247,3280.9,-1193.0,14255.0,31.2,1.1221,95.51
3413.4,2026-04-01T18:52:12.027490,26246,3280.8,-1184.5,14220.0,31.1,1.1253,95.50
3423.4,2026-04-01T18:52:22.031987,26246,3280.8,-1183.0,14202.5,31.1,1.1286,95.49
3433.4,2026-04-01T18:52:32.036642,26241,3280.1,-1184.0,14215.0,31.1,1.1319,95.47
3443.4,2026-04-01T18:52:42.044593,26241,3280.1,-1189.0,14275.0,31.2,1.1352,95.46
3453.5,2026-04-01T18:52:52.054359,26245,3280.6,-1184.0,14212.5,31.1,1.1385,95.45
3463.5,2026-04-01T18:53:02.066241,26238,3279.8,-1204.5,14477.5,31.7,1.1419,95.43
3473.5,2026-04-01T18:53:12.075687,26241,3280.1,-1201.8,14427.5,31.5,1.1452,95.42
3483.5,2026-04-01T18:53:22.087292,26247,3280.9,-1182.8,14200.0,31.0,1.1485,95.41
3493.5,2026-04-01T18:53:32.097123,26246,3280.8,-1188.5,14267.5,31.2,1.1518,95.39
3503.5,2026-04-01T18:53:42.106073,26247,3280.9,-1185.0,14225.0,31.1,1.1551,95.38
3513.5,2026-04-01T18:53:52.120704,26243,3280.4,-1187.5,14255.0,31.2,1.1584,95.37
3523.5,2026-04-01T18:54:02.129321,26241,3280.1,-1196.2,14360.0,31.4,1.1617,95.35
3533.5,2026-04-01T18:54:12.139288,26245,3280.6,-1187.0,14250.0,31.2,1.1650,95.34
3543.6,2026-04-01T18:54:22.146414,26250,3281.2,-1182.2,14192.5,31.0,1.1683,95.33
3553.6,2026-04-01T18:54:32.152665,26246,3280.8,-1185.2,14230.0,31.1,1.1716,95.31
3563.6,2026-04-01T18:54:42.162780,26243,3280.4,-1188.5,14267.5,31.2,1.1749,95.30
3573.6,2026-04-01T18:54:52.172121,26243,3280.4,-1182.8,14197.5,31.1,1.1782,95.29
3583.6,2026-04-01T18:55:02.184770,26250,3281.2,-1187.2,14252.5,31.2,1.1815,95.27
3593.6,2026-04-01T18:55:12.195022,26242,3280.2,-1183.3,14205.0,31.1,1.1848,95.26
3603.6,2026-04-01T18:55:22.205467,26247,3280.9,-1192.8,14317.5,31.3,1.1881,95.25
3613.6,2026-04-01T18:55:32.216885,26245,3280.6,-1185.5,14232.5,31.1,1.1914,95.23
3623.6,2026-04-01T18:55:42.225044,26242,3280.2,-1184.0,14212.5,31.1,1.1947,95.22
3633.6,2026-04-01T18:55:52.231011,26246,3280.8,-1188.0,14262.5,31.2,1.1980,95.21
3643.6,2026-04-01T18:56:02.236822,26243,3280.4,-1199.5,14400.0,31.5,1.2013,95.19
3653.7,2026-04-01T18:56:12.246208,26236,3279.5,-1202.2,14432.5,31.5,1.2047,95.18
3663.7,2026-04-01T18:56:22.256198,26246,3280.8,-1182.5,14195.0,31.0,1.2080,95.17
3673.7,2026-04-01T18:56:32.265620,26248,3281.0,-1186.0,14237.5,31.1,1.2113,95.15
3683.7,2026-04-01T18:56:42.273524,26246,3280.8,-1192.8,14320.0,31.3,1.2146,95.14
3693.7,2026-04-01T18:56:52.280255,26245,3280.6,-1187.0,14250.0,31.2,1.2179,95.13
3703.7,2026-04-01T18:57:02.286934,26241,3280.1,-1187.0,14250.0,31.2,1.2212,95.12
3713.7,2026-04-01T18:57:12.293552,26248,3281.0,-1181.0,14177.5,31.0,1.2245,95.10
3723.7,2026-04-01T18:57:22.303529,26245,3280.6,-1184.2,14217.5,31.1,1.2278,95.09
3733.7,2026-04-01T18:57:32.315229,26247,3280.9,-1187.8,14260.0,31.2,1.2311,95.08
3743.7,2026-04-01T18:57:42.324921,26247,3280.9,-1184.8,14222.5,31.1,1.2344,95.06
3753.7,2026-04-01T18:57:52.332363,26250,3281.2,-1187.2,14252.5,31.2,1.2377,95.05
3763.7,2026-04-01T18:58:02.341298,26246,3280.8,-1199.0,14392.5,31.4,1.2410,95.04
3773.8,2026-04-01T18:58:12.350879,26242,3280.2,-1199.5,14420.0,31.5,1.2443,95.02
3783.8,2026-04-01T18:58:22.356421,26238,3279.8,-1188.2,14265.0,31.2,1.2476,95.01
3793.8,2026-04-01T18:58:32.368419,26242,3280.2,-1181.8,14187.5,31.0,1.2509,95.00
3803.8,2026-04-01T18:58:42.381777,26240,3280.0,-1188.2,14265.0,31.2,1.2542,94.98
3813.8,2026-04-01T18:58:52.394036,26246,3280.8,-1185.2,14227.5,31.1,1.2575,94.97
3823.8,2026-04-01T18:59:02.403482,26242,3280.2,-1184.8,14222.5,31.1,1.2608,94.96
3833.8,2026-04-01T18:59:12.413051,26238,3279.8,-1200.5,14412.5,31.5,1.2641,94.94
3843.8,2026-04-01T18:59:22.424009,26240,3280.0,-1196.5,14365.0,31.5,1.2675,94.93
3853.8,2026-04-01T18:59:32.446876,26242,3280.2,-1192.8,14317.5,31.3,1.2708,94.92
3863.9,2026-04-01T18:59:42.452835,26241,3280.1,-1185.2,14230.0,31.1,1.2741,94.90
3873.9,2026-04-01T18:59:52.464760,26241,3280.1,-1181.8,14187.5,31.0,1.2774,94.89
3883.9,2026-04-01T19:00:02.474192,26245,3280.6,-1184.5,14220.0,31.1,1.2807,94.88
3893.9,2026-04-01T19:00:12.483648,26247,3280.9,-1182.8,14200.0,31.2,1.2840,94.86
3903.9,2026-04-01T19:00:22.494135,26247,3280.9,-1192.5,14255.0,31.2,1.2873,94.85
3913.9,2026-04-01T19:00:32.506621,26248,3281.0,-1180.5,14172.5,31.0,1.2906,94.84
3923.9,2026-04-01T19:00:42.515805,26248,3281.0,-1184.2,14217.5,31.1,1.2938,94.82
3933.9,2026-04-01T19:00:52.528263,26225,3278.1,-1250.2,15010.0,32.8,1.2973,94.81
3943.9,2026-04-01T19:01:02.538381,26236,3279.5,-1200.0,14405.0,31.5,1.3007,94.80
3954.0,2026-04-01T19:01:12.548219,26246,3280.8,-1189.8,14282.5,31.2,1.3040,94.78
3964.0,2026-04-01T19:01:22.557308,26245,3280.6,-1181.5,14182.5,31.0,1.3073,94.77
3974.0,2026-04-01T19:01:32.565314,26242,3280.2,-1183.8,14210.0,31.1,1.3105,94.76
3984.0,2026-04-01T19:01:42.574000,26238,3279.8,-1185.2,14230.0,31.1,1.3138,94.74
3994.0,2026-04-01T19:01:52.582151,26245,3280.6,-1185.2,14227.5,31.1,1.3171,94.73
4004.0,2026-04-01T19:02:02.589944,26237,3279.6,-1187.2,14252.5,31.2,1.3204,94.72
4014.0,2026-04-01T19:02:12.600156,26237,3279.6,-1196.5,14365.0,31.4,1.3238,94.70
4024.0,2026-04-01T19:02:22.607923,26243,3280.4,-1181.3,14180.0,31.0,1.3270,94.69
4034.0,2026-04-01T19:02:32.616350,26237,3279.6,-1185.5,14232.5,31.1,1.3303,94.68
4044.0,2026-04-01T19:02:42.624428,26236,3279.5,-1185.2,14230.0,31.1,1.3336,94.67
4054.0,2026-04-01T19:02:52.634436,26245,3280.6,-1184.0,14212.5,31.1,1.3369,94.65
4064.0,2026-04-01T19:03:02.641913,26241,3280.1,-1199.8,14402.5,31.5,1.3403,94.64
4074.1,2026-04-01T19:03:12.651529,26238,3279.8,-1197.8,14380.0,31.4,1.3436,94.63
4084.1,2026-04-01T19:03:22.663274,26243,3280.4,-1190.2,14287.5,31.2,1.3469,94.61
4094.1,2026-04-01T19:03:32.668869,26247,3280.9,-1187.8,14257.5,31.2,1.3502,94.60
4104.1,2026-04-01T19:03:42.678463,26245,3280.6,-1183.3,14205.0,31.1,1.3535,94.59
4114.1,2026-04-01T19:03:52.686327,26245,3280.6,-1183.0,14202.5,31.1,1.3568,94.57
4124.1,2026-04-01T19:04:02.697650,26242,3280.2,-1180.5,14172.5,31.0,1.3601,94.56
4134.1,2026-04-01T19:04:12.710402,26240,3280.0,-1188.0,14262.5,31.2,1.3634,94.55
4144.1,2026-04-01T19:04:22.717686,26241,3280.1,-1189.8,14282.5,31.2,1.3667,94.53
4154.1,2026-04-01T19:04:32.727192,26245,3280.6,-1189.8,14282.5,31.2,1.3700,94.52
4164.1,2026-04-01T19:04:42.736372,26243,3280.4,-1184.8,14222.5,31.1,1.3733,94.51
4174.2,2026-04-01T19:04:52.746329,26243,3280.4,-1186.0,14237.5,31.1,1.3766,94.49
4184.2,2026-04-01T19:05:02.755855,26242,3280.2,-1191.5,14305.0,31.3,1.3799,94.48
4194.2,2026-04-01T19:05:12.761841,26242,3280.2,-1181.5,14182.5,31.0,1.3832,94.47
4204.2,2026-04-01T19:05:22.771540,26240,3280.0,-1184.0,14215.0,31.1,1.3865,94.45
4214.2,2026-04-01T19:05:32.777392,26240,3280.0,-1182.5,14260.0,31.2,1.3898,94.44
4224.2,2026-04-01T19:05:42.786471,26233,3279.1,-1195.0,14385.0,31.4,1.3931,94.43
4234.2,2026-04-01T19:05:52.798642,26246,3280.8,-1187.8,14260.0,31.2,1.3964,94.41
4244.2,2026-04-01T19:06:02.805860,26232,3279.0,-1214.8,14582.5,31.9,1.3998,94.40
4254.2,2026-04-01T19:06:12.815531,26242,3280.2,-1184.0,14215.0,31.1,1.4030,94.39
4264.2,2026-04-01T19:06:22.824509,26240,3280.0,-1183.5,14207.5,31.1,1.4063,94.37
4274.2,2026-04-01T19:06:32.836215,26246,3280.8,-1182.2,14192.5,31.0,1.4096,94.36
4284.2,2026-04-01T19:06:42.845622,26245,3280.6,-1189.0,14272.5,31.2,1.4129,94.35
4294.3,2026-04-01T19:06:52.856701,26238,3279.8,-1183.5,14207.5,31.1,1.4162,94.34
4304.3,2026-04-01T19:07:02.866067,26245,3280.6,-1183.5,14207.5,31.1,1.4195,94.32
4314.3,2026-04-01T19:07:12.876208,26242,3280.2,-1187.2,14282.5,31.2,1.4228,94.31
4324.3,2026-04-01T19:07:22.884539,26240,3280.0,-1184.5,14272.5,31.2,1.4261,94.30
4334.3,2026-04-01T19:07:32.893284,26241,3280.1,-1188.2,14265.0,31.2,1.4294,94.28
4344.3,2026-04-01T19:07:42.900527,26241,3280.1,-1181.3,14180.0,31.0,1.4327,94.27
4354.3,2026-04-01T19:07:52.909203,26243,3280.4,-1185.2,14230.0,31.1,1.4360,94.26
4364.3,2026-04-01T19:08:02.917823,26237,3279.6,-1203.2,14445.0,31.6,1.4393,94.24
4374.3,2026-04-01T19:08:12.931630,26238,3279.8,-1187.8,14260.0,31.2,1.4426,94.23
4384.3,2026-04-01T19:08:22.941642,26245,3280.6,-1188.5,14267.5,31.2,1.4459,94.22
4394.4,2026-04-01T19:08:32.949313,26248,3281.0,-1182.8,14200.0,31.0,1.4492,94.20
4404.4,2026-04-01T19:08:42.957290,26241,3280.1,-1182.8,14200.0,31.0,1.4525,94.19
4414.4,2026-04-01T19:08:52.965663,26240,3280.0,-1202.5,14435.0,31.6,1.4559,94.18
4424.4,2026-04-01T19:09:02.973552,26242,3280.2,-1186.8,14247.5,31.2,1.4592,94.16
4434.4,2026-04-01T19:09:12.986672,26240,3280.0,-1189.0,14272.5,31.2,1.4625,94.15
4444.4,2026-04-01T19:09:22.994386,26238,3279.8,-1192.8,14320.0,31.3,1.4658,94.14
4454.4,2026-04-01T19:09:33.006853,26242,3280.2,-1192.2,14235.0,31.1,1.4691,94.12
4464.4,2026-04-01T19:09:43.014716,26243,3280.4,-1186.5,14242.5,31.1,1.4724,94.11
4474.4,2026-04-01T19:09:53.021851,26238,3279.8,-1184.0,14212.5,31.1,1.4757,94.10
4484.4,2026-04-01T19:10:03.029873,26235,3279.4,-1191.5,14305.0,31.3,1.4790,94.08
4494.4,2026-04-01T19:10:13.037316,26245,3280.6,-1184.0,14215.0,31.1,1.4823,94.07
4504.5,2026-04-01T19:10:23.046959,26240,3280.0,-1183.3,14205.0,31.1,1.4856,94.06
4514.5,2026-04-01T19:10:33.056191,26245,3280.6,-1199.5,14400.0,31.5,1.4889,94.04
4524.5,2026-04-01T19:10:43.061930,26235,3279.4,-1187.8,14260.0,31.2,1.4922,94.03
4534.5,2026-04-01T19:10:53.068597,26240,3280.0,-1188.0,14262.5,31.2,1.4955,94.02
4544.5,2026-04-01T19:11:03.078760,26245,3280.6,-1184.0,14212.5,31.1,1.4988,94.00
4554.5,2026-04-01T19:11:13.090515,26241,3280.1,-1183.8,14210.0,31.1,1.5021,93.99
4564.5,2026-04-01T19:11:23.102849,26242,3280.2,-1184.5,14220.0,31.1,1.5054,93.98
4574.5,2026-04-01T19:11:33.116372,26240,3280.0,-1190.2,14290.0,31.2,1.5087,93.97
4584.5,2026-04-01T19:11:43.128411,26241,3280.1,-1193.0,14322.5,31.3,1.5120,93.95
4594.5,2026-04-01T19:11:53.140990,26241,3280.1,-1186.2,14240.0,31.1,1.5153,93.94
4604.6,2026-04-01T19:12:03.147961,26241,3280.1,-1193.0,14322.5,31.3,1.5186,93.93
4614.6,2026-04-01T19:12:13.163822,26240,3280.0,-1185.0,14225.0,31.1,1.5219,93.91
4624.6,2026-04-01T19:12:23.178262,26242,3280.2,-1185.2,14265.0,31.2,1.5252,93.90
4634.6,2026-04-01T19:12:33.182908,26240,3280.0,-1186.2,14240.0,31.1,1.5285,93.89
4644.6,2026-04-01T19:12:43.189146,26237,3279.6,-1185.2,14227.5,31.1,1.5318,93.87
4654.6,2026-04-01T19:12:53.204631,26245,3280.6,-1185.5,14232.5,31.1,1.5351,93.86
4664.6,2026-04-01T19:13:03.210495,26237,3279.6,-1198.2,14385.0,31.4,1.5385,93.85
4674.6,2026-04-01T19:13:13.217763,26242,3280.2,-1185.8,14282.5,31.2,1.5418,93.83
4684.6,2026-04-01T19:13:23.226198,26245,3280.6,-1187.5,14255.0,31.2,1.5451,93.82
4694.6,2026-04-01T19:13:33.230782,26245,3280.6,-1185.5,14232.5,31.1,1.5484,93.81
4704.6,2026-04-01T19:13:43.243119,26238,3279.8,-1185.0,14220.0,31.1,1.5516,93.79
4714.7,2026-04-01T19:13:53.248965,26241,3280.1,-1186.0,14217.5,31.1,1.5549,93.78
4724.7,2026-04-01T19:14:03.260590,26242,3280.2,-1190.2,14287.5,31.2,1.5583,93.77
4734.7,2026-04-01T19:14:13.269899,26237,3279.6,-1184.0,14215.0,31.1,1.5615,93.75
4744.7,2026-04-01T19:14:23.281830,26242,3280.2,-1184.0,14215.0,31.1,1.5648,93.74
4754.7,2026-04-01T19:14:33.295115,26236,3279.5,-1186.5,14242.5,31.1,1.5681,93.73
4764.7,2026-04-01T19:14:43.304682,26235,3279.4,-1188.8,14270.0,31.2,1.5714,93.71
4774.7,2026-04-01T19:14:53.312883,26237,3279.6,-1192.0,14310.0,31.3,1.5748,93.70
4784.7,2026-04-01T19:15:03.322320,26237,3279.6,-1180.5,14172.5,31.2,1.5780,93.69
4794.7,2026-04-01T19:15:13.331479,26241,3280.1,-1181.8,14215.0,31.1,1.5813,93.67
4804.7,2026-04-01T19:15:23.337694,26240,3280.0,-1188.2,14265.0,31.2,1.5846,93.66
4814.8,2026-04-01T19:15:33.347916,26235,3279.4,-1197.5,14180.0,31.0,1.5880,93.65
4824.8,2026-04-01T19:15:43.356922,26240,3280.0,-1189.2,14277.5,31.2,1.5913,93.63
4834.8,2026-04-01T19:15:53.366194,26241,3280.1,-1187.5,14255.0,31.2,1.5946,93.62
4844.8,2026-04-01T19:16:03.373907,26237,3279.6,-1194.0,14332.5,31.3,1.5979,93.61
4854.8,2026-04-01T19:16:13.383235,26241,3280.1,-1182.0,14190.0,31.0,1.6012,93.60
4864.8,2026-04-01T19:16:23.392424,26236,3279.5,-1192.8,14320.0,31.3,1.6045,93.58
4874.8,2026-04-01T19:16:33.398842,26243,3280.4,-1184.0,14215.0,31.1,1.6078,93.57
4884.8,2026-04-01T19:16:43.403868,26241,3280.1,-1188.2,14265.0,31.2,1.6111,93.56
4894.8,2026-04-01T19:16:53.413388,26241,3280.1,-1185.5,14232.5,31.1,1.6144,93.54
4904.8,2026-04-01T19:17:03.423138,26241,3280.1,-1188.8,14270.0,31.2,1.6177,93.53
4914.8,2026-04-01T19:17:13.432610,26236,3279.5,-1182.2,14192.5,31.0,1.6210,93.52
4924.8,2026-04-01T19:17:23.440952,26240,3280.0,-1188.8,14270.0,31.2,1.6243,93.50
4934.9,2026-04-01T19:17:33.451169,26241,3280.1,-1184.0,14215.0,31.1,1.6276,93.49
4944.9,2026-04-01T19:17:43.455864,26235,3279.4,-1183.8,14210.0,31.1,1.6309,93.48
4954.9,2026-04-01T19:17:53.471198,26236,3279.5,-1186.5,14245.0,31.1,1.6342,93.46
4964.9,2026-04-01T19:18:03.479222,26233,3279.1,-1188.5,14267.5,31.2,1.6375,93.45
4974.9,2026-04-01T19:18:13.498218,26232,3279.0,-1186.5,14210.0,31.1,1.6408,93.44
4984.9,2026-04-01T19:18:23.503655,26235,3279.4,-1196.5,14362.5,31.4,1.6441,93.42
4994.9,2026-04-01T19:18:33.511897,26236,3279.5,-1185.5,14232.5,31.1,1.6474,93.41
5004.9,2026-04-01T19:18:43.520219,26237,3279.6,-1185.0,14225.0,31.1,1.6507,93.40
5014.9,2026-04-01T19:18:53.525855,26236,3279.5,-1184.5,14220.0,31.1,1.6540,93.38
5024.9,2026-04-01T19:19:03.536906,26235,3279.4,-1180.8,14175.0,31.0,1.6573,93.37
5035.0,2026-04-01T19:19:13.547726,26237,3279.6,-1187.8,14257.5,31.2,1.6606,93.36
5045.0,2026-04-01T19:19:23.555590,26232,3279.0,-1188.5,14267.5,31.2,1.6639,93.34
5055.0,2026-04-01T19:19:33.564866,26233,3279.1,-1187.8,14257.5,31.2,1.6672,93.33
5065.0,2026-04-01T19:19:43.574447,26232,3279.0,-1183.3,14205.0,31.0,1.6705,93.32
5075.0,2026-04-01T19:19:53.584189,26230,3278.8,-1181.8,14187.5,31.0,1.6737,93.31
5085.0,2026-04-01T19:20:03.593712,26227,3278.4,-1203.8,14450.0,31.6,1.6771,93.29
5095.0,2026-04-01T19:20:13.599184,26233,3279.1,-1187.2,14252.5,31.2,1.6804,93.28
5105.0,2026-04-01T19:20:23.606731,26232,3279.0,-1189.5,14280.0,31.2,1.6837,93.27
5115.0,2026-04-01T19:20:33.616212,26236,3279.5,-1182.8,14197.5,31.0,1.6870,93.25
5125.0,2026-04-01T19:20:43.624009,26233,3279.1,-1180.2,14170.0,31.0,1.6903,93.24
5135.0,2026-04-01T19:20:53.633372,26237,3279.6,-1189.0,14275.0,31.2,1.6936,93.23
5145.0,2026-04-01T19:21:03.642111,26230,3278.8,-1185.5,14232.5,31.1,1.6969,93.21
5155.1,2026-04-01T19:21:13.648779,26233,3279.1,-1192.2,14312.5,31.3,1.7002,93.20
5165.1,2026-04-01T19:21:23.655544,26232,3279.0,-1185.0,14225.0,31.1,1.7035,93.19
5175.1,2026-04-01T19:21:33.665141,26237,3279.6,-1188.0,14262.5,31.2,1.7068,93.17
5185.1,2026-04-01T19:21:43.674979,26236,3279.5,-1185.5,14232.5,31.1,1.7101,93.16
5195.1,2026-04-01T19:21:53.682702,26232,3279.0,-1186.0,14237.5,31.1,1.7134,93.15
5205.1,2026-04-01T19:22:03.689717,26235,3279.4,-1185.0,14225.0,31.1,1.7167,93.13
5215.1,2026-04-01T19:22:13.700830,26233,3279.1,-1188.0,14222.5,31.1,1.7200,93.12
5225.1,2026-04-01T19:22:23.706255,26237,3279.6,-1182.8,14200.0,31.0,1.7233,93.11
5235.1,2026-04-01T19:22:33.716447,26235,3279.4,-1185.0,14227.5,31.1,1.7266,93.09
5245.1,2026-04-01T19:22:43.725720,26233,3279.1,-1189.5,14280.0,31.2,1.7299,93.08
5255.1,2026-04-01T19:22:53.735018,26232,3279.0,-1189.5,14280.0,31.2,1.7332,93.07
